Id	Name	Name.NCBI	entrez	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene155	SAOUHSC_00164	ABD29343.1	3919871	"conserved hypothetical protein"	2696	3151	290	1221	1132	714	123427457768362	-933555969740752	308788722383638	-302328388982065	250047551903463	607575579047846
gene1550	SAOUHSC_01623	ABD30701.1	3919961	"acetyl-CoA carboxylase biotin carboxylase"	9834	10942	2897	7175	6167	5165	672305399396097	-684580462052449	324716131005345	-210824285178854	350099883913414	627290951137591
gene1551	SAOUHSC_01624	ABD30702.1	3919962	"acetyl-CoA carboxylase biotin carboxyl carrier protein"	4077	4535	1258	2909	2666	2060	28216420524081	-720602741974853	344233723777117	-209335312667223	363176434059427	646908023168354
gene1552	SAOUHSC_01625	ABD30703.1	3919963	"translation elongation factor P"	17598	14986	2531	9880	8101	6823	863069284373801	-590361911514031	239731955499624	-246259164859211	137936914983614	275471094449027
gene1553	SAOUHSC_01626	ABD30704.1	3919964	"proline dipeptidase putative"	6200	10145	1449	2773	2047	1649	355634893293772	-158088830765718	244678766219206	-646107683181988	"10396	0515533539"	"96746	9287414161"
gene1554	SAOUHSC_01627	ABD30705.1	3919965	"conserved hypothetical protein"	3093	3224	127	2129	1274	1499	142806870006107	-15810341334873	504619022047433	-31331243262936	754043305444458	810315193910462
gene1555	SAOUHSC_01628	ABD30706.1	3919966	"conserved hypothetical protein"	741	721	53	591	346	416	377074939548714	-488013844920523	376232584517753	-129710680308578	896795332296181	927434244665605
gene1556	SAOUHSC_01629	ABD30707.1	3919967	"conserved hypothetical protein"	4109	4412	1369	4220	2764	2961	319839701525334	-406619632014982	369677850965095	-109992965754763	271362771591283	360762168646138
gene1557	SAOUHSC_01630	ABD30708.1	3919968	"conserved hypothetical protein"	4427	4221	553	2932	2043	1687	220515254133661	-498762901794559	250213108706246	-199335240417045	46222871800838	795382246837062
gene1558	SAOUHSC_01632	ABD30709.1	3919969	"glycine cleavage system P-protein subunit ll putative"	6847	7734	2761	4542	3878	2878	496693431365125	-1118028715121	421453688667369	-265279138653691	798291918161799	169278038132096
gene1559	SAOUHSC_01633	ABD30710.1	3919970	"glycine cleavage system P-protein subunit I putative"	4845	5787	844	3002	2854	2054	278755642639546	-611602517480357	218505006713924	-279903205275792	512560492153675	114199145483099
gene156	SAOUHSC_00166	ABD29344.1	3919872	"conserved hypothetical protein"	2855	5041	487	1752	1589	1166	176726605292436	-865480223542562	27269498297322	-317380325118616	150455640617469	384716479186352
gene1560	SAOUHSC_01634	ABD30711.1	3919971	"glycine cleavage system T protein"	2470	3252	360	1545	1220	952	135341857055773	-71348556757649	226824976304527	-314553352633702	165784192420728	421547909352334
gene1561	SAOUHSC_01635	ABD30712.1	3919972	"shikimate kinase putative"	3505	3876	261	1815	1753	1003	158570145546573	-59332696378197	397683487935871	-149195775480034	135710220432835	200328367351911
gene1562	SAOUHSC_01636	ABD30713.1	3919973	"hypothetical protein"	2	3	2	1	2	1	244710245406393	-129107143355038	139499865432273	-925500128297395	354705816993755	449502137700285
gene1563	SAOUHSC_01637	ABD30714.1	3919974	"conserved hypothetical protein"	55	91	4	58	38	50	381054092699586	843727518805814	464540144777723	181626395111563	855875933067794	893087930157698
gene1564	SAOUHSC_01638	ABD30715.1	3920091	"conserved hypothetical protein"	78	67	2	101	73	79	519996741643924	934395189688977	508437620681802	183777744148038	660952070397172	1085453100004
gene1565	SAOUHSC_01639	ABD30716.1	3920092	"conserved hypothetical protein"	39	29	1	49	35	35	244612788941747	860763957292164	545257778927708	157863673029099	114419404707759	173917495155794
gene1566	SAOUHSC_01640	ABD30717.1	3920093	"conserved hypothetical protein"	37	40	4	64	44	67	354625246545792	110987031502521	430417077317046	257859265701876	992036907913398	205311118006888
gene1567	SAOUHSC_01641	ABD30718.1	3920094	"conserved hypothetical protein"	119	76	4	182	133	183	938713291964302	147005811090224	511131363468987	287608668919304	402639114568063	924178370350856
gene1568	SAOUHSC_01643	ABD30719.1	3920095	"conserved hypothetical protein"	260	254	31	501	291	294	223809509584765	955319031971125	28796571664273	331747488245749	908350825111505	245335425222614
gene1569	SAOUHSC_01644	ABD30720.1	3920096	"conserved hypothetical protein"	6827	7119	912	3964	3061	2905	346839745354127	-598963082076873	209193015341031	-286320784229068	419375369300562	956973319771757
gene157	SAOUHSC_00167	ABD29345.1	3919873	"peptide ABC transporter ATP-binding protein putative"	671	778	205	3917	2479	2782	155845511259042	213919019745886	331023360480654	646235418054092	"10308	6467344267"	"96260	9469808586"
gene1570	SAOUHSC_01645	ABD30721.1	3920097	"conserved hypothetical protein"	2356	3156	322	1226	1183	1050	127823014676897	-707745376528872	245063869385198	-288800376124159	387695236475861	89212293271485
gene1571	SAOUHSC_01646	ABD30722.1	3920098	"glucokinase putative"	5729	6023	2768	3019	2617	2284	421882359150729	-149275476005671	481016620042605	-310333301981227	191354183729801	477687086391183
gene1572	SAOUHSC_01647	ABD30723.1	3920099	"conserved hypothetical protein"	488	665	62	174	174	192	238660358266442	-109526073603515	306564187316213	-357269629444818	353324451036257	103722714381459
gene1573	SAOUHSC_01648	ABD30724.1	NA	"conserved hypothetical protein"	2017	2682	681	796	740	641	125567822134351	-163507822586815	343460668100164	-476059816372137	"193020022	495384"	"916845106	853073"
gene1574	SAOUHSC_01649	ABD30725.1	NA	"rhomboid family protein"	2750	3292	276	945	825	819	118289813495143	-117855280488895	299635052492769	-393329416930414	"837895906	69313"	277204740110327
gene1575	SAOUHSC_01650	ABD30726.1	3920102	"conserved hypothetical protein"	1665	2522	225	588	456	440	791984969677338	-151032102182206	261991837672984	-576476364774094	"817723	551582974"	"5872156	52790293"
gene1576	SAOUHSC_01651	ABD30727.1	3920103	"ribosomal protein L33"	7304	5065	323	6283	4130	3860	351138031765415	337276426550374	477275450051058	70667038607222	479771336943613	571464683446985
gene1577	SAOUHSC_01652	ABD30728.1	3920104	"penicillin-binding protein 3"	10776	10862	1663	6383	5696	4139	56643707586484	-599320501172967	226984028697512	-26403641904323	82816977940941	174432064392929
gene1578	SAOUHSC_01653	ABD30729.1	3920105	"superoxide dismutase Mn putative"	52504	69138	9852	27552	26736	16646	291984738636931	-973593100871375	251118945058761	-3877019715273	105743792617034	345657128554607
gene1579	SAOUHSC_01655	ABD30730.1	3920106	"conserved hypothetical protein"	696	902	34	2525	1886	1665	102979117052485	21306398380164	470230659207755	453105257238246	"58690529	534287"	"2536766015	88956"
gene158	SAOUHSC_00168	ABD29346.1	3919874	"conserved hypothetical protein"	355	349	43	1659	1251	1310	691562528917683	248304926773333	246635077507266	100677052624852	"7	67478104296561E-10"	"2	95749308923294E-08"
gene1580	SAOUHSC_01656	ABD30731.1	3920107	"conserved hypothetical protein"	1628	1883	96	5406	4027	3389	220253100773412	202188226485353	423583639914706	477327751671586	"181251759	155658"	"86965133	532823"
gene1581	SAOUHSC_01657	ABD30732.1	3920108	"ABC transporter putative"	1590	1961	92	5199	3713	3306	211842062333445	195065035452456	434411921784863	449032417551972	"711148572	093954"	"3021277163	4302099999"
gene1582	SAOUHSC_01658	ABD30733.1	3920109	"endonuclease IV putative"	8366	10923	2168	14692	11872	12760	898874504026274	664553808219272	264235707773846	251500379648934	119031102005977	241953265295953
gene1583	SAOUHSC_01659	ABD30734.1	3920110	"conserved hypothetical protein"	9056	11688	1621	13871	11723	12039	853940524213717	694508751184186	189894320841508	365734345348772	254842806918771	770441900253877
gene1584	SAOUHSC_01660	ABD30735.1	3920072	"conserved hypothetical protein"	7030	7838	1317	9237	8394	6341	57921004045263	444323195456892	218216319648438	203615933112944	417343585605419	726831349596706
gene1585	SAOUHSC_01661	ABD30736.1	3920073	"conserved hypothetical protein"	3607	4048	419	5273	4287	3822	294941708667722	771109219153421	245462319027672	314145658774816	168109728905157	426668106015316
gene1586	SAOUHSC_01662	ABD30737.1	3920074	"RNA polymerase sigma factor putative"	22573	17472	3626	36721	27461	23085	187875521255995	837027328406242	272265619049223	307430417152639	210994190097213	522425433580069
gene1587	SAOUHSC_01663	ABD30738.1	3920075	"DNA primase putative"	13441	11876	1510	30104	20787	20125	135196639479124	139921603293432	26089665430785	536310454668879	"8180362	67990273"	"50866982	4823042"
gene1588	SAOUHSC_01664	ABD30739.1	3920076	"conserved hypothetical protein"	2803	2807	470	2559	1815	1768	176085764301329	-991449984556913	207519045107753	-47776337060635	632818634724881	709296101846487
gene1589	SAOUHSC_01665	ABD30740.1	3920077	"CBS domain protein"	1572	1461	105	1379	850	983	836283768312847	166250503500597	386526865417039	430113708451346	667112928592747	737761104539109
gene159	SAOUHSC_00169	ABD29347.1	3919875	"peptide ABC transporter permease protein putative"	161	179	35	984	712	759	40082472778064	256683795843061	252279480931207	101745807822181	"2	57506402139981E-10"	"1	05154853172386E-08"
gene1590	SAOUHSC_01666	ABD30741.1	3920078	"glycyl-tRNA synthetase"	74178	69498	12868	30440	26329	18884	34430131329123	-119230451758712	248049918324281	-480671199427041	"153432774	224082"	"752315538	130981"
gene1591	SAOUHSC_01667	ABD30742.1	3920079	"conserved hypothetical protein"	3071	3010	468	5112	3683	3990	273884398482521	889040759945307	212020494052868	419318313503986	"2750672018	70364"	10156327453675
gene1592	SAOUHSC_01668	ABD30743.1	3920080	"GTP-binding protein Era"	3083	3016	283	5337	3663	3976	263639979537799	109991224734014	304685994576676	360998623802296	306213251172609	911642497506264
gene1593	SAOUHSC_01669	ABD30744.1	NA	"hypothetical protein"	296	395	18	519	405	352	26097615915774	10323708646209	416540365254513	247844134863161	131957804261859	265078232349814
gene1594	SAOUHSC_01670	ABD30745.1	3920082	"cytidine deaminase"	1097	1015	51	1761	1094	1158	810776216845932	108240734114282	463135141392198	233713066533685	194323909581098	373889041219328
gene1595	SAOUHSC_01671	ABD30746.1	3920083	"diacylglycerol kinase putative"	898	862	52	1213	665	914	607040751949321	784675689373256	429529934346341	182682422487591	677262023145601	110605559403107
gene1596	SAOUHSC_01672	ABD30747.1	3920084	"conserved hypothetical protein"	2085	2340	222	2852	2002	1871	154334429808876	586853140779167	271758782816599	215946338402323	308142350851397	559069941597759
gene1597	SAOUHSC_01673	ABD30748.1	3920085	"conserved hypothetical protein"	4671	5958	636	4524	3215	3166	304954034032818	-3127574225502	21898522166791	-142821246186418	886431357065987	918317377104332
gene1598	SAOUHSC_01675	ABD30749.1	3920086	"conserved hypothetical protein"	28826	34918	11908	32885	24923	19586	253987901936301	-466293333282382	41631332955238	-11200538156771	262690829855777	351109970925943
gene1599	SAOUHSC_01676	ABD30750.1	3920087	"conserved hypothetical protein"	29656	28097	8626	32342	23698	18822	222580246026482	-216173619638818	357796625068679	-604180152893626	545723874698839	632134005578333
gene16	SAOUHSC_00019	ABD29208.1	3919190	"adenylosuccinate synthetase"	8551	5214	3211	6988	6273	6865	65065861125717	-366923844419151	515346078810389	-711995025296686	476467856558816	567861102882767
gene160	SAOUHSC_00170	ABD29348.1	3919876	"conserved hypothetical protein"	339	512	99	1753	1148	1376	748948231703284	19602764853889	292690330982556	669744189638342	"2120	9951703866099999"	"2231	9395331453"
gene1600	SAOUHSC_01677	ABD30751.1	3920088	"conserved hypothetical protein"	17626	15689	3182	17029	12699	11034	11328980411591	-160715620080912	246958496083025	-6507798785221	948111906422696	961109364939791
gene1601	SAOUHSC_01678	ABD30752.1	3920089	"ribosomal protein S21"	39700	18607	3087	32793	26416	19479	193428248192202	356338471024738	419939767777274	848546621128131	396133619998398	487988106400549
gene1602	SAOUHSC_01679	ABD30753.1	3920090	"conserved hypothetical protein"	11444	13923	2118	11052	12314	7924	847648766404113	102327952718758	257347957333606	397624888027024	690906712023563	756430877989784
gene1603	SAOUHSC_01680	ABD30754.1	3921792	"conserved hypothetical protein"	2654	3166	320	3307	3696	2495	216059849387911	688043389766754	28834775552431	238615829873781	170254208393788	331747140812268
gene1604	SAOUHSC_01681	ABD30755.1	3921793	"ribosomal protein L11 methyltransferase"	10557	5614	1135	37820	42425	29526	179725552615602	260846145528631	380538724555505	68546544332201	"71	485109061295"	"7918	35054217421"
gene1605	SAOUHSC_01682	ABD30756.1	3921794	"DnaJ protein"	9246	5226	1427	30329	40797	26538	163936725774796	244802278874882	39406950041617	621216000264802	"52261	1711848608"	"437267	780922872"
gene1606	SAOUHSC_01683	ABD30757.1	3921795	"DNAk protein putative"	111028	25745	5851	607689	674023	450077	26244570789355	365138320917564	58662989697175	622433876627239	"48359	1166944657"	"410902	308310739"
gene1607	SAOUHSC_01684	ABD30758.1	3921796	"co-chaperone GrpE"	30173	5874	195	164739	192093	128796	725912852717502	402278012164404	873599133042907	460483529514499	"412792434	604669"	"1839413845	40452"
gene1608	SAOUHSC_01685	ABD30759.1	3921797	"heat-inducible transcription repressor HrcA"	26517	4294	214	121466	126345	105123	533748469371423	377056227279619	85860836468317	439148094508436	"1125812035	26231"	"4556541018	45809"
gene1609	SAOUHSC_01686	ABD30760.1	3921798	"conserved hypothetical protein"	924	1139	212	1746	1518	1407	101282823184624	874000935977876	235526288052774	371084239981756	206570684698904	637178571968659
gene161	SAOUHSC_00171	ABD29349.1	3919877	"gamma-glutamyltranspeptidase putative"	1056	1219	300	5229	4505	4242	239744579796873	215640020560927	304730539558658	707641645872575	"14	792986259991"	"178	29784320412"
gene1610	SAOUHSC_01687	ABD30761.1	3921799	"conserved hypothetical protein"	287	429	344	340	338	299	444709418408499	-114832658745108	68942440530922	-166563089239064	957869542037847	149575311261115
gene1611	SAOUHSC_01688	ABD30762.1	3921800	"conserved hypothetical protein"	12145	12188	2471	13758	9974	11143	910468068028569	196161769730865	244112376899278	80357158544158	421644438774332	513175793810753
gene1612	SAOUHSC_01689	ABD30763.1	3921801	"ribosomal protein S20"	10647	11624	444	8693	7854	6303	583103100448776	268671686234943	502897445473763	53424746666159	593170332703878	675651136668531
gene1613	SAOUHSC_01690	ABD30764.1	3921802	"conserved hypothetical protein"	1403	1431	90	4693	3106	4346	205971620304723	222948773191136	408808806060855	545361963553074	"4935471	40698486"	"32617028	4287695"
gene1614	SAOUHSC_01691	ABD30765.1	3921803	"DNA internalization-related competence protein ComEC/Rec2"	1785	1960	195	1891	1485	1592	122065990119072	394242073803866	266547007727031	14790714672273	139121215080157	20464281960178
gene1615	SAOUHSC_01692	ABD30766.1	3921804	"conserved hypothetical protein"	3701	4084	430	2184	1951	1443	18849718750599	-520745766756727	263121193244621	-197910993156905	478036305323393	817442082103002
gene1616	SAOUHSC_01693	ABD30767.1	3921805	"conserved hypothetical protein"	880	1062	117	1282	952	1012	73459141990802	666936204579562	225882651030945	295257825926699	31513217921495	740723060422768
gene1617	SAOUHSC_01694	ABD30768.1	3921806	"conserved hypothetical protein"	6260	6088	591	4998	3925	3547	343867850920906	183174544156575	294395567448483	622205509899971	950387196873093	962702469694477
gene1618	SAOUHSC_01695	ABD30769.1	3921807	"conserved hypothetical protein"	3903	5405	892	3336	2909	2446	278313167369376	-372960905418448	223797639255601	-166650956041804	956119655982766	149397109010214
gene1619	SAOUHSC_01696	ABD30770.1	3921808	"conserved hypothetical protein"	4909	6284	1568	2890	2834	2230	33443408596683	-998734165405398	335191005380191	-297959715318906	288627686512781	686086316506489
gene162	SAOUHSC_00172	ABD29350.1	3919486	"conserved hypothetical protein"	454	433	24	2718	2144	2280	110890061448948	314996228005149	418050579998531	753488317146351	"4	88772225773303"	"75	9818641883953"
gene1620	SAOUHSC_01697	ABD30771.1	3921809	"nicotinate (nicotinamide) nucleotide adenylyltransferase"	2668	3691	633	2778	2224	2110	208035575965742	-133656796268411	226676035990153	-58963796364525	555433394155621	639859270067276
gene1621	SAOUHSC_01698	ABD30772.1	3921810	"conserved hypothetical protein"	705	685	48	631	533	477	408490945634817	330190692406334	373764777539648	883418428509648	377010237510008	47074149641473
gene1622	SAOUHSC_01699	ABD30773.1	3921811	"shikimate 5-dehydrogenase"	2064	2264	280	1953	1521	1427	132605182543393	745976342395052	207848511632058	358903865386157	719667007867947	781042813774972
gene1623	SAOUHSC_01700	ABD30774.1	3921090	"conserved hypothetical protein"	3904	4048	525	3990	3193	2796	258005225641509	212183581607995	211965020023512	100103112100505	316811762935371	411194014891449
gene1624	SAOUHSC_01701	ABD30775.1	3921091	"conserved hypothetical protein"	1933	2289	214	1893	1601	1490	128348869894784	238636275343064	265517225204154	898760052797247	368780482171957	462996102133796
gene1625	SAOUHSC_01702	ABD30776.1	3921092	"MTA/SAH nucleosidase"	2036	2112	140	1738	1446	1201	11415566445776	18777416675146	379117505685092	49529278900519	620393460308788	69880465516873
gene1626	SAOUHSC_01703	ABD30777.1	NA	"hypothetical protein"	3	17	1	2	2	5	396277435747475	-109301202943326	111717818009492	-97836857979127	327892062375687	421773710700461
gene1627	SAOUHSC_01704	ABD30778.1	3921094	"conserved hypothetical protein"	135	209	12	66	44	68	687147531257266	-859245115621367	428507997272668	-200520205244761	449414507602611	776840204698868
gene1628	SAOUHSC_01705	ABD30779.1	3921095	"enterotoxin family protein"	206	324	30	417	279	258	206221854651404	776632006167411	281045501818536	276336750149754	572083139308118	126125662300323
gene1629	SAOUHSC_01706	ABD30780.1	3921096	"conserved hypothetical protein"	1653	2403	116	2079	1457	1342	117178404933023	42400630846582	41436440141988	102326914911827	30618060620069	3989095897929
gene163	SAOUHSC_00173	ABD29351.1	3919487	"acyl carrier phosphodiesterase"	1110	1487	86	41046	24809	35288	144079431735799	541088081981867	392242432676586	137947360332636	"2	74154537276926E-29"	"4	16714896660927E-27"
gene1630	SAOUHSC_01707	ABD30781.1	3921097	"conserved hypothetical protein"	1596	2091	139	1764	1415	1102	107027949871182	299287883383059	348438969779347	858939181150104	390374071279358	482413486459045
gene1631	SAOUHSC_01708	ABD30782.1	3921098	"conserved hypothetical protein"	866	1441	203	958	830	689	720056116555087	-115845638555734	245584063510208	-471714804698305	637130368407634	712347405756195
gene1632	SAOUHSC_01709	ABD30783.1	3921099	"acetyl-CoA carboxylase biotin carboxylase putative"	1765	3604	503	1568	1580	1035	147138145386223	-60456324349255	319646363629922	-189135029295217	585775992540201	975773313860139
gene1633	SAOUHSC_01710	ABD30784.1	3921100	"acetyl-CoA carboxylase biotin carboxyl carrier protein putative"	442	915	52	301	281	209	283736468446925	-670582923531018	38949666635432	-172166537343608	851301533517001	135180556918312
gene1634	SAOUHSC_01711	ABD30785.1	3921101	"conserved hypothetical protein"	1354	2171	274	738	654	429	801076466742554	-112414365541517	26442094406562	-425134120667912	"21249414	59919"	"808600811	45179"
gene1635	SAOUHSC_01712	ABD30786.1	3921102	"conserved hypothetical protein"	1242	1856	319	486	496	259	708730446421891	-16379990332686	329159076725677	-497631433883781	"64806376	1826208"	"344291738	321651"
gene1636	SAOUHSC_01714	ABD30787.1	3921103	"transcription elongation factor GreA"	9353	9399	889	9445	7352	6788	585924774556884	341142025300253	292716711364597	116543405981129	243843337174073	3306022648703
gene1637	SAOUHSC_01715	ABD30788.1	3921104	"uridine kinase"	6549	8160	1359	7155	6324	5288	507550448319329	927386134826165	208666475195825	444434657726332	65672836088544	728337574131562
gene1638	SAOUHSC_01716	ABD30789.1	3921105	"conserved hypothetical protein"	7102	6608	1720	8768	7574	6371	578390156658024	274535668888521	304482023678969	901648201005053	367243777370486	461542937476183
gene1639	SAOUHSC_01717	ABD30790.1	3921106	"conserved hypothetical protein"	2932	3268	428	4039	3727	2864	242384101326315	653098405993414	216814647247406	301224301164564	259324906763954	627332400447549
gene164	SAOUHSC_00174	ABD29352.1	3919488	"M23/M37 peptidase domain protein"	1759	2428	491	3064	3430	1865	193419756818011	607213426149613	339842107987733	178675158809788	739776470797244	119906897162397
gene1640	SAOUHSC_01718	ABD30791.1	3921107	"conserved hypothetical protein"	980	1003	35	1176	827	943	643103241341993	803426280625289	522468307477818	153775122648832	124109453163067	185553805384783
gene1641	SAOUHSC_01719	ABD30792.1	3921108	"conserved hypothetical protein"	9650	12769	4055	6253	4626	4813	726469744746624	-121811848102143	403878738641266	-301605002808378	256091003367458	620606718523796
gene1642	SAOUHSC_01720	ABD30793.1	3921070	"conserved hypothetical protein"	10848	20437	3910	5798	5301	4832	808467901535565	-138775144990329	334240242150363	-415195800773443	"3296427574	64559"	119457295950071
gene1643	SAOUHSC_01721	ABD30794.1	3921071	"conserved hypothetical protein"	9009	13664	1479	4160	3182	3042	47897995749205	-121494571083473	213135061809905	-570035591759343	"1195575	45895818"	"8387421	68130664"
gene1644	SAOUHSC_01722	ABD30795.1	3921072	"alanyl-tRNA synthetase"	13018	16112	4573	7652	5761	6821	897590295684343	-111522455643175	366587131963981	-304218140570554	234870301428922	573754593490654
gene1645	SAOUHSC_01723	ABD30796.1	3921073	"conserved hypothetical protein"	2984	3407	482	5628	4254	4333	297583553162075	987868741293402	181359933608253	544700652255007	"5122458	55036482"	"33528819	6023879"
gene1646	SAOUHSC_01724	ABD30797.1	3921074	"conserved hypothetical protein"	573	708	53	576	472	420	374093168982157	244245727051946	316718569461306	771175897476973	440602678488664	531989818334062
gene1647	SAOUHSC_01725	ABD30798.1	NA	"tRNA methyl transferase putative"	6882	7204	1733	8825	7345	6043	574381299366088	216124542820959	290043317237833	745145741950464	456183619274518	547180351747076
gene1648	SAOUHSC_01726	ABD30799.1	NA	(5-methylaminomethyl-2-thiouridylate)-methyltransferase	1874	2332	353	2377	1830	1660	14923319947886	26477012730418	184949662903828	143157939921122	152264228829084	219839013232915
gene1649	SAOUHSC_01727	ABD30800.1	3921077	"conserved hypothetical protein"	9593	12968	1628	9619	8143	7068	690947440421288	342794538338291	186522946670654	183781429822448	985337188871965	989677881333957
gene165	SAOUHSC_00175	ABD29353.1	3919489	"multiple sugar-binding transport ATP-binding protein putative"	299	415	79	548	418	352	309855225968516	540857851690379	271200149092888	199431251604928	461179122925675	794144937795027
gene1650	SAOUHSC_01728	ABD30801.1	3921078	"conserved hypothetical protein"	1987	1985	575	2438	1834	1529	160990853033332	-987278514958624	341895001841138	-28876658320304	97696296181927	983071226016007
gene1651	SAOUHSC_01729	ABD30802.1	3921079	"conserved hypothetical protein"	48559	86324	6277	12360	9706	10116	225895129869106	-200938754183621	312594261624086	-64281011794536	"12920	7732365533"	"117837	451917366"
gene1652	SAOUHSC_01730	ABD30803.1	3921080	"conserved hypothetical protein"	24991	49597	3136	8423	6721	5212	125514517702366	-179193606145399	354896283542589	-504918237961473	"44370498	5576646"	"246242766	843347"
gene1653	SAOUHSC_01732	ABD30804.1	NA	"conserved hypothetical protein"	4610	8040	2255	2908	2064	1936	378101361757484	-156528369004631	418087490837947	-374391419104435	181175549717848	563291254577308
gene1654	SAOUHSC_01733	ABD30805.1	NA	"hypothetical protein"	62	27	2	117	74	62	456583778613112	151083589585979	569771158625492	265165386662342	800986079882816	169620581622243
gene1655	SAOUHSC_01734	ABD30806.1	3921083	"conserved hypothetical protein"	9466	8921	1292	7734	6925	5385	561519754254464	-174908825054441	233505385193482	-749056921790096	940289747579628	955303657399875
gene1656	SAOUHSC_01735	ABD30807.1	3921084	"conserved hypothetical protein"	5854	4829	435	3786	3458	2243	274905931101691	-128627589741003	375780735609299	-342294262457185	732129452984417	791428756762293
gene1657	SAOUHSC_01736	ABD30808.1	3921085	"conserved hypothetical protein"	180	134	58	167	103	115	126036791840354	-411936421372527	45147352922934	-912426520499881	361544233980478	456683030431721
gene1658	SAOUHSC_01737	ABD30809.1	3921086	"aspartyl-tRNA synthetase"	5928	8306	2002	3687	3140	2760	417112747452141	-108257354662288	331065218479194	-326997064685885	107558644817183	285155476957184
gene1659	SAOUHSC_01738	ABD30810.1	3921087	"histidyl-tRNA synthetase"	1634	2143	301	1186	982	917	102790446457671	-472152854564569	187964871574139	-251192071481472	120076062658451	24389614508799
gene166	SAOUHSC_00176	ABD29354.1	3919490	"bacterial extracellular solute-binding protein putative"	250	354	72	1057	898	751	488013426895482	17914188798954	284616749836507	629414425161011	"30910	0283797417"	"26762	606850308"
gene1660	SAOUHSC_01739	ABD30811.1	3921088	"conserved hypothetical protein"	7296	11151	868	3810	2937	2602	379097891047399	-94723235753345	292387671084733	-323964534489194	11967845437	313339953259635
gene1661	SAOUHSC_01741	ABD30812.1	3921089	"D-tyrosyl-tRNA(Tyr) deacylase"	4270	5148	879	1865	1689	1269	225230594552468	-123421858949738	226686407389612	-544460783383495	"5191964	37590149"	"33821939	3630154"
gene1662	SAOUHSC_01742	ABD30813.1	3920542	"GTP pyrophosphokinase"	20752	27768	4505	9150	7297	6285	112561650128136	-136083306600303	206955729701019	-657547905520169	"4849	67701371003"	"48603	3564450939"
gene1663	SAOUHSC_01743	ABD30814.1	3920543	"adenine phosphoribosyltransferase"	3288	3157	527	5154	3082	3984	273160725507658	703633387963219	248399242865937	28326712265503	461608363399847	104204660252639
gene1664	SAOUHSC_01744	ABD30815.1	3920544	"conserved hypothetical protein"	4586	4740	421	9296	5588	7228	433213690890353	126850683224551	322824521420693	392940048873313	"8515790835	63993"	28139134935158
gene1665	SAOUHSC_01746	ABD30816.1	3920545	"protein-export membrane protein SecDF"	16242	17540	1928	12549	9684	9430	926673875606973	-143165369361929	236199941198975	-606119411525703	544435461773884	631176026870063
gene1666	SAOUHSC_01747	ABD30817.1	3920546	"preprotein translocase YajC subunit"	5965	5230	471	4151	3557	2693	295287313507702	-680381891799329	346946888173988	-196105489050569	844527600038396	883605167764838
gene1667	SAOUHSC_01748	ABD30818.1	3920547	"queuine tRNA-ribosyltransferase"	6337	8878	1437	7825	7513	5998	55405777810979	227360541675627	233414840557013	974062065347096	330025723402682	42372143558411
gene1668	SAOUHSC_01749	ABD30819.1	3920548	"S-adenosylmethionine:tRNA ribosyltransferase-isomerase"	3943	6051	1043	6406	6332	5279	427064949846271	542853444122613	267938719084673	202603582631543	427611134495371	743293560342652
gene1669	SAOUHSC_01750	ABD30820.1	3920549	"Holliday junction DNA helicase RuvB"	5391	8088	2427	7267	7217	5869	589625337962863	-874934625120761	415005852254405	-210824647500251	83302410485728	874146932287692
gene167	SAOUHSC_00177	ABD29355.1	3919491	"maltose ABC transporter permease protein putative"	325	529	111	1307	1230	919	645276589916418	158542838631373	331061875423604	478891864031499	"167682443	054891"	"809134328	391855"
gene1670	SAOUHSC_01751	ABD30821.1	3920550	"Holliday junction DNA helicase RuvA"	3574	4935	404	4119	3817	3245	272357399509163	431517760950746	289418094492847	149098404405883	135965684114489	200461132083088
gene1671	SAOUHSC_01752	ABD30822.1	3920551	"ACT domain protein"	3026	2143	312	2440	2466	1750	16981114181161	27677534538618	326006193359167	848987997848409	395887970817535	487905174845394
gene1672	SAOUHSC_01753	ABD30823.1	3920552	"GTP-binding protein"	11294	16357	3362	11654	11574	9052	966945231876535	-184092878068675	302422255377873	-608727945099983	542704780864245	629436320663236
gene1673	SAOUHSC_01755	ABD30824.1	3920553	"ribosomal protein L27"	28725	31799	12335	57239	54803	47527	371221710109366	606624051416088	441040814783589	137543744497603	168995866811746	24144788072947
gene1674	SAOUHSC_01756	ABD30825.1	3920554	"conserved hypothetical protein"	15311	19270	3112	32274	28907	28676	183498526545139	114352421740629	210143670113587	544163056059785	"5279507	76339573"	"34310530	2628283"
gene1675	SAOUHSC_01757	ABD30826.1	3920555	"ribosomal protein L21"	40422	81359	11856	76565	75347	72416	521305387901298	631136742344109	305291451376996	206732530340241	387035115094139	683620448610436
gene1676	SAOUHSC_01758	ABD30827.1	3920556	"conserved hypothetical protein"	1704	1224	107	4332	3342	3995	202471514879534	20731530113105	404048775293427	513094739565771	"28828747	5979892"	"165011408	845394"
gene1677	SAOUHSC_01759	ABD30828.1	3920557	"rod shape-determining protein MreC"	4839	5350	335	13190	11340	12054	644183341020683	198362992598732	386848791304745	512766220439006	"29336219	7222085"	"16736936	243436"
